日期Date,指数代码 Index Code,指数名称 Index Name,指数英文名称Index Name(Eng),成份券代码Constituent Code,成份券名称Constituent Name,成份券英文名称Constituent Name(Eng),交易所Exchange,交易所英文名称Exchange(Eng)
20260605,000852,中证1000,CSI 1000,002345,潮宏基,Guangdong CHJ Industry Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002351,漫步者,Edifier Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002354,天娱数科,"Tianyu Digital Technology (Dalian) Group Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002364,中恒电气,Hangzhou Zhongheng Electric Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002368,太极股份,Taiji Computer Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002373,千方科技,Surekam Corporation,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002378,章源钨业,Chongyi Zhangyuan Tungsten Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002389,航天彩虹,"Aerospace CH UAV Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002390,信邦制药,Guizhou Xinbang Pharmaceutical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002396,星网锐捷,Fujian Star-net Communication Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002399,海普瑞,Shenzhen Hepalink Pharmaceutical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002400,省广集团,"GUANGDONG ADVERTISING GROUP CO.,LTD",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002405,四维图新,NavInfo Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002408,齐翔腾达,Zibo Qixiang Tengda Chemical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002416,爱施德,Shenzhen Aisidi Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002421,达实智能,Shenzhen Das Intellitech Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002428,云南锗业,Yunnan Lincang Xinyuan Germanium Industrial Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002434,万里扬,"Zhejiang Wanliyang Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002456,欧菲光,"OFILM Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002458,益生股份,Shan Dong Yisheng Livestock & Poultry Breeding Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002468,申通快递,"STO Express Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002484,江海股份,Nantong Jianghai Capacitor Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002487,大金重工,Dajin Heavy Industry Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002488,金固股份,Zhejiang Jingu Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002489,浙江永强,Yotrio Group Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002497,雅化集团,Sichuan Yahua Industrial Group Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002498,汉缆股份,Qingdao Hanhe Cable Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002506,协鑫集成,"GCL System Integration Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002507,涪陵榨菜,Chongqing Fuling Zhacai Group Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002511,中顺洁柔,C&S Paper Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002516,旷达科技,"Kuangda Technology Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002518,科士达,Shenzhen Kstar Science And Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002531,天顺风能,Titan Wind Energy (Suzhou) Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002534,西子洁能,"Xizi Clean Energy Equipment Manufacturing Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002536,飞龙股份,"Feilong Auto Components Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002537,海联金汇,"HyUnion Holding Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002539,云图控股,"Chengdu Wintrue Holding Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002541,鸿路钢构,Anhui Honglu Steel Construction (Group) Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002543,万和电气,Guangdong Vanward New Electric Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002544,普天科技,"CETC POTEVIO SCIENCE&TECHNOLOGY CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002545,东方铁塔,Qingdao East Steel Tower Stock Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002550,千红制药,Changzhou Qianhong Biopharma Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002557,洽洽食品,Qiaqia Food Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002563,森马服饰,Zhejiang Semir Garment Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002572,索菲亚,Suofeiya Home Collection Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002588,史丹利,"Stanley Group Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002597,金禾实业,Anhui Jinhe Industrial Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002605,姚记科技,"SHANGHAI YAOJI TECHNOLOGY CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002611,东方精工,Guangdong Dongfang Precision Science & Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002612,朗姿股份,Lancy Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002617,露笑科技,Roshow Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002626,金达威,Xiamen Kingdomway Group Company,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002635,安洁科技,Suzhou Anjie Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002643,万润股份,"Valiant Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002649,博彦科技,BEYONDSOFT CORPORATION,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002651,利君股份,"Chengdu Leejun Industrial CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002654,万润科技,"Shenzhen Mason Technologies Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002668,TCL智家,"Guangdong TCL Smart Home Appliances Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002675,东诚药业,"Yantai Dongcheng Biochemicals Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002681,奋达科技,"Shenzhen Fenda Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002690,美亚光电,Hefei Meiya Optoelectronic Technology Inc.,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002697,红旗连锁,"Chengdu Hongqi Chain Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002698,博实股份,"HARBIN BOSHI AUTOMATION CO., LTD",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002701,奥瑞金,"ORG Packaging Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002705,新宝股份,"Guangdong Xinbao Electrical Appliances Holdings Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002706,良信股份,"Shanghai Liangxin Electrical Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002716,湖南白银,"HUNAN SILVER CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002727,一心堂,"Yixintang Pharmaceutical Group Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002737,葵花药业,"SUNFLOWER PHARMACEUTICAL GROUP Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002745,木林森,"MLS Co.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002747,埃斯顿,"NANJING ESTUN AUTOMATION CO., LTD",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002755,奥赛康,"BEIJING AOSAIKANG PHARMACEUTICAL CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002761,浙江建投,"Zhejiang Construction Investment Group Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002777,久远银海,"Sichuan Jiuyuan Yinhai Software Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002779,中坚科技,"ZHEJIANG ZHONGJIAN TECHNOLOGY CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002791,坚朗五金,"Guangdong KinLong Hardware Products Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002807,江阴银行,"Jiangsu Jiangyin Rural Commercial Bank CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002815,崇达技术,"Suntak Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002827,高争民爆,"Tibet GaoZheng Explosive Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002832,比音勒芬,"BIEM.L.FDLKK GARMENT CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002839,张家港行,"Jiangsu Zhangjiagang Rural Commercial Bank Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002840,华统股份,"Zhejiang Huatong Meat Products Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002847,盐津铺子,"Yankershop Food Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002859,洁美科技,"Zhejiang Jiemei Electronic And Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002867,周大生,"CHOW TAI SENG JEWELLERY CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002881,美格智能,"MeiG Smart Technology Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002882,金龙羽,"Jinlongyu Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002891,中宠股份,"YANTAI CHINA PET FOODS CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002892,科力尔,"KELI MOTOR GROUP CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002895,川恒股份,Guizhou Chanhen Chemical Corporation,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002896,中大力德,"Ningbo ZhongDa Leader Intelligent Transmission Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002897,意华股份,"Wenzhou Yihua Connector Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002901,大博医疗,Double Medical Technology Inc.,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002906,华阳集团,Foryou Corporation,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002911,佛燃能源,"Foran Energy Group Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002913,奥士康,"Aoshikang Technology Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002925,盈趣科技,Xiamen Intretech Inc.,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002928,华夏航空,"China Express Airlines Co., LTD",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002929,润建股份,"Runjian Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002936,郑州银行,"BANK OF ZHENGZHOU CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002941,新疆交建,"Xinjiang Communications Construction Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002946,新乳业,"New Hope Dairy Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002947,恒铭达,"Suzhou Hengmingda Electronic Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002948,青岛银行,"BANK OF QINGDAO CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002960,青鸟智控,"Jade Bird Integrated Technologies Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002965,祥鑫科技,"Lucky Harvest Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002967,广电计量,"GUANGZHOU GRG METROLOGY & TEST CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002978,安宁股份,"Sichuan Anning Iron and Titanium Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002979,雷赛智能,"China Leadshine Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002985,北摩高科,"BEIJING BEI MO GAO KE FRICTION MATERIAL CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002987,京北方,"NORTHKING INFORMATION TECHNOLOGY CO., LTD",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,002993,奥海科技,"Dongguan Aohai Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,003006,百亚股份,"Chongqing Baiya Sanitary Products Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,003012,东鹏控股,"Guangdong Dongpeng Holdings Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,003039,顺控发展,"Guangdong Shunkong Development Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300007,汉威科技,Hanwei Electronics Group Corporation,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300008,天海防务,"Bestway Marine & Energy Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300009,安科生物,Anhui Anke Biotechnology (Group) Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300026,红日药业,Tianjin Chase Sun Pharmaceutical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300031,宝通科技,"WUXI BOTON TECHNOLOGY CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300034,钢研高纳,Beijing Cisri-Gaona Materials & Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300035,中科电气,Hunan Zhongke Electric Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300036,超图软件,Beijing Supermap Software Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300045,华力创通,HWA Create Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300047,天源迪科,Shenzhen Tianyuan Dic Information Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300049,福瑞医科,"Inner Mongolia Furui Medical Science Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300065,海兰信,Beijing Highlander Digital Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300075,数字政通,Beijing eGOVA Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300077,国民技术,Nationz Technologies Inc,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300079,数码视讯,Sumavision Technologies Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300080,易成新能,"Henan Yicheng New Energy Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300083,创世纪,Guangdong Create Century Intelligent Equipment Group Corporation Limited,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300085,银之杰,"SHENZHEN INFOGEM TECHNOLOGIES CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300087,荃银高科,Winall Hi-tech Seed Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300088,长信科技,Wuhu Token Science Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300098,高新兴,"Gosuncn technology group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300101,振芯科技,"Chengdu CORPRO Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300102,乾照光电,Xiamen Changelight Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300113,顺网科技,Hangzhou Shunwang Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300119,瑞普生物,Tianjin Ringpu Bio-Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300127,银河磁体,Chengdu Galaxy Magnets Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300130,新国都,XGD INC.,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300131,英唐智控,Shenzhen Yitoa Intelligent Control Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300133,华策影视,Zhejiang Huace Film & TV Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300134,大富科技,"Anhui Tatfook Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300151,昌红科技,"Shenzhen Changhong Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300166,东方国信,"Beijing Orient National Communication Science and Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300170,汉得信息,Hand Enterprise Solutions Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300171,东富龙,Shanghai Tofflon Science And Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300180,华峰超纤,Huafon Microfibre (Shanghai) Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300181,佐力药业,Zhejiang Jolly Pharmaceutical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300182,捷成股份,Beijing Jetsen Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300183,东软载波,Qingdao Eastsoft Communication Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300184,力源信息,Wuhan P&S Information Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300185,通裕重工,Tongyu Heavy Industry Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300188,国投智能,"SDIC Intelligence Information Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300199,翰宇药业,Hybio Pharmaceutical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300224,正海磁材,Yantai Zhenghai Magnetic Material Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300226,上海钢联,Shanghai Ganglian E-Commerce Holdings Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300229,拓尔思,"TRS Information Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300232,洲明科技,Unilumin Group Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300236,上海新阳,Shanghai Sinyang Semiconductor Materials Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300244,迪安诊断,Zhejiang D.A. Diagnostics Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300253,卫宁健康,"Winning Health Technology Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300257,开山股份,Zhejiang Kaishan Compressor Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300260,新莱应材,Kunshan Kinglai Hygienic Materials Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300276,三丰智能,"SanFeng Intelligent Equipment Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300284,苏交科,JSTI GROUP,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300294,博雅生物,"Boya Bio-pharmaceutical Group Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300296,利亚德,"Leyard Optoelectronic Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300298,三诺生物,Sinocare Inc.,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300303,聚飞光电,"SHENZHEN JUFEI OPTOELECTRONICS CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300315,掌趣科技,"OURPALM CO., LTD",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300319,麦捷科技,"SHENZHEN MICROGATE TECHNOLOGY CO., LTD",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300323,华灿光电,BOE HC SemiTek Corporation,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300327,中颖电子,Sino Wealth Electronic Ltd.,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300337,银邦股份,"Yinbang Clad Material Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300341,麦克奥迪,"Motic (Xiamen) Electric Group Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300348,长亮科技,"SHENZHEN SUNLINE TECH CO.,LTD",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300357,我武生物,"Zhejiang Wolwo Bio-pharmaceutical Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300360,炬华科技,"Hangzhou Sunrise Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300363,博腾股份,Porton Fine Chemicals Ltd.,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300378,鼎捷数智,"Digiwin Co., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300398,飞凯材料,"Shanghai Phichem Material Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300401,花园生物,"Zhejiang Garden Biopharmaceutical Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300406,九强生物,"Beijing Strong Biotechnologies,Inc.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300409,道氏技术,"Guangdong Dowstone Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300415,伊之密,"Yizumi Holdings Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300416,苏试试验,"SUZHOU SUSHI TESTING INSTRUMENT CO., LTD",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300428,立中集团,"Lizhong Sitong Light Alloys Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300438,鹏辉能源,"Guangzhou Great Power Energy&Technology Co.,ltd.",深圳证券交易所,Shenzhen Stock Exchange
