日期Date,指数代码 Index Code,指数名称 Index Name,指数英文名称Index Name(Eng),成份券代码Constituent Code,成份券名称Constituent Name,成份券英文名称Constituent Name(Eng),交易所Exchange,交易所英文名称Exchange(Eng)
20260605,000852,中证1000,CSI 1000,300443,金雷股份,"Jinlei Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300446,航天智造,"Aerospace Intelligent Manufacturing Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300451,创业慧康,"B-Soft Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300455,航天智装,"Beijing Aerospace Shenzhou Intelligent Equipment Technology Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300456,赛微电子,Sai MicroElectronics Inc.,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300457,赢合科技,"SHENZHEN YINGHE TECHNOLOGY CO.,LTD",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300459,汤姆猫,"Zhejiang Jinke Tom Culture Industry Co., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300463,迈克生物,"Sichuan Maker Biotechnology Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300468,四方精创,"Shenzhen Forms Syntron Information Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300470,中密控股,"Sinoseal Holding Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300475,香农芯创,"Shannon Semiconductor Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300482,万孚生物,"GUANGZHOU WONDFO BIOTECH CO.,LTD",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300492,华图山鼎,"Huatu Cendes CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300493,润欣科技,"Shanghai Fortune Techgroup Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300525,博思软件,"Fujian Boss Software Development Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300548,长芯博创,"EverProX Technologies Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300568,星源材质,"Shenzhen Senior Technology Material Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300573,兴齐眼药,"SHENYANG XINGQI PHARMACEUTICAL CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300576,容大感光,"Shenzhen Rongda Photosensitive & Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300579,数字认证,"BeiJing Certificate Authority Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300580,贝斯特,"Wuxi Best Precision Machinery Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300593,新雷能,"Suplet Power Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300595,欧普康视,AUTEK CHINA INC.,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300598,诚迈科技,"ArcherMind Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300602,飞荣达,"SHENZHEN FRD SCIENCE & TECHNOLOGY CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300607,拓斯达,"Guangdong Topstar Technology Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300613,富瀚微,"Shanghai Fullhan Microelectronics Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300618,寒锐钴业,"Nanjing Hanrui Cobalt Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300620,光库科技,"ADVANCED FIBER RESOURCES (ZHUHAI)., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300624,万兴科技,"Wondershare Technology Group Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300633,开立医疗,SONOSCAPE MEDICAL CORP.,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300634,彩讯股份,"RICHINFO TECHNOLOGY CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300638,广和通,Fibocom Wireless Inc.,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300641,正丹股份,"Jiangsu Zhengdan Chemical Industry Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300655,晶瑞电材,"Crystal Clear Electronic Material Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300657,弘信电子,"XiaMen HongXin Electron-tech Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300660,江苏雷利,JIANGSU LEILI MOTOR CORPORATION LIMITED,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300663,科蓝软件,"Client Service International, Inc",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300666,江丰电子,"Konfoong Materials International Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300672,国科微,"Hunan Goke Microelectronics Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300674,宇信科技,"Yusys Technologies Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300678,中科信息,"Chengdu Information Technology of Chinese Academy of Sciences Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300682,朗新科技,"Longshine Technology Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300685,艾德生物,"Amoy Diagnostics Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300687,赛意信息,"GUANGZHOU SIE CONSULTING CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300693,盛弘股份,"Shenzhen Sinexcel Electric Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300702,天宇股份,"Zhejiang Tianyu Pharmaceutical Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300705,九典制药,"Hunan Jiudian Pharmaceutical Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300723,一品红,"ApicHope Pharmaceutical Group Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300725,药石科技,"PharmaBlock Sciences (Nanjing), Inc.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300726,宏达电子,"Zhuzhou Hongda Electronics Corp.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300738,奥飞数据,"Guangdong Aofei Data Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300747,锐科激光,"Wuhan Raycus Fiber Laser Technologies Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300755,华致酒行,"Vats Liquor Chain Store Management Joint Stock Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300761,立华股份,"JIANGSU LIHUA FOODS GROUP CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300762,上海瀚讯,"Jushri Technologies, Inc",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300768,迪普科技,"Hangzhou DPtech Technologies Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300770,新媒股份,"Guangdong South New Media Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300772,运达股份,"Zhejiang Windey Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300773,拉卡拉,"Lakala Payment Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300775,三角防务,"Xi'an Triangle Defense Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300776,帝尔激光,"Wuhan DR Laser Technology Corp., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300777,中简科技,"Sinofibers Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300779,惠城环保,"Qingdao Huicheng Environmental Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300783,三只松鼠,Three Squirrels Inc.,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300809,华辰装备,"Hiecise Precision Equipment Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300811,铂科新材,"POCO Holding Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300820,英杰电气,"Sichuan Injet Electric Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300821,东岳硅材,"Shandong Dongyue Organosilicon Materials Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300827,上能电气,"SINENG ELECTRIC CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300841,康华生物,"Chengdu Kanghua Biological Products Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300850,新强联,"Luoyang Xinqianglian Slewing Bearings Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300855,图南股份,"Jiangsu ToLand Alloy Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300856,科思股份,"Nanjing COSMOS Chemical Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300861,美畅股份,"Yangling Metron New Material Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300870,欧陆通,"SHENZHEN HONOR ELECTRONIC CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300872,天阳科技,"Tansun Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300910,瑞丰新材,"Xinxiang Richful Lube Additive Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300913,兆龙互连,"Zhejiang Zhaolong Interconnect Technology Co., Limited",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300917,特发服务,"Shenzhen SDG Service Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300925,法本信息,"Shenzhen Farben Information Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300926,博俊科技,"Jiangsu Bojun Industrial Technology Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,300953,震裕科技,"Ningbo Zhenyu Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301000,肇民科技,"Shanghai Hajime Advanced Material Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301004,嘉益股份,"Zhejiang Cayi Vacuum Container Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301015,百洋医药,Qingdao Baheal Medical INC.,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301018,申菱环境,"Guangdong Shenling Environmental Systems Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301029,怡合达,"Dongguan Yiheda Automation Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301031,中熔电气,"Xi'an Sinofuse Electric Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301035,润丰股份,"SHANDONG WEIFANG RAINBOW CHEMICAL CO.,LTD",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301039,中集车辆,"CIMC Vehicles (Group) Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301047,义翘神州,Sino Biological Inc.,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301050,雷电微力,"Chengdu RML Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301061,匠心家居,HHC Changzhou Corp.,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301071,力量钻石,"Henan Liliang Diamond Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301078,孩子王,"Kidswant Children Products Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301087,可孚医疗,"Cofoe Medical Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301091,深城交,"Shenzhen Urban Transport Planning Center Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301095,广立微,Semitronix Corporation,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301101,明月镜片,"Mingyue Optical Lens Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301109,军信股份,"HUNAN JUNXIN ENVIRONMENTAL PROTECTION CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301127,武汉天源,"Wuhan Tianyuan Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301153,中科江南,"Beijing CTJ Information Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301155,海力风电,"Jiangsu Haili Wind Power Equipment Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301171,易点天下,"Easy Click Worldwide Network Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301175,中科环保,"Beijing China Sciences Runyu Environmental Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301177,迪阿股份,DR Corporation Limited,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301205,联特科技,"Linktel Technologies Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301207,华兰疫苗,Hualan Biological Vaccine Inc.,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301215,中汽股份,"CATARC Automotive Proving Ground Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301217,铜冠铜箔,"Anhui Tongguan Copper Foil Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301219,腾远钴业,"Ganzhou Teng Yuan Cobalt New Material CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301238,瑞泰新材,"Jiangsu Ruitai New Energy Materials Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301262,海看股份,"Hicon Network Technology (Shandong) Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301263,泰恩康,"Guangdong Taienkang Pharmaceutical Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301267,华厦眼科,"Huaxia Eye Hospital Group Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301268,铭利达,"Shenzhen Minglida Precision Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301275,汉朔科技,"Hanshow Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301291,明阳电气,"Guangdong Mingyang Electric Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301293,三博脑科,Sanbo Hospital Management Group Limited,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301297,富乐德,"Ferrotec (An Hui) Technology Development Co.,LTD",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301316,慧博云通,"Hydsoft Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301325,曼恩斯特,"Shenzhen Manst Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301327,华宝新能,"Shenzhen Hello Tech Energy Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301339,通行宝,"Jiangsu Tongxingbao Intelligent Transportation Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301345,涛涛车业,"Zhejiang Taotao Vehicles Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301363,美好医疗,Mehow Innovative Ltd.,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301371,敷尔佳,"Harbin Fuerjia Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301376,致欧科技,"Ziel Home Furnishing Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301377,鼎泰高科,"Guangdong Dtech Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301381,赛维时代,"Sailvan Times Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301392,汇成真空,"Guangdong Huicheng Vacuum Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301458,钧崴电子,"Juneway Electronic Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301487,盟固利,"Tianjin Guoan Mengguli New Materials Science & Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301500,飞南资源,"Guangdong Feinan Resources Recycling Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301508,中机认检,"China Machinery Huanyu Certification and Inspection Co., LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301510,固高科技,"Googol Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301511,德福科技,"Jiujiang Defu Technology Co., Limited",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301522,上大股份,"ZHONGHE SHANGDA AERONAUTIC MATERIALS CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301526,国际复材,Chongqing Polycomp International Corporation,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301550,斯菱智驱,"Zhejiang Sling Intelligent Drive Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301551,无线传媒,"Hebei Broadcasting Wireless Media Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301556,托普云农,"Zhejiang Top Cloud-Agri Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301565,中仑新材,"Sinolong New Materials Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301571,国科天成,"Teemsun Technology Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301589,诺瓦星云,"Xi'an Novastar Tech Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301592,六九一二,"Sichuan 6912 Communication Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301600,慧翰股份,"Flaircomm Microelectronics, Inc.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301602,超研股份,"Shantou Institute of Ultrasonic Instrument Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301606,绿联科技,Ugreen Group Limited,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301622,英思特,"Baotou INST Magnetic New Materials Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301626,苏州天脉,"Suzhou Tianmai Thermal Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301631,壹连科技,"Shenzhen Uniconn Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301658,首航新能,"Shenzhen SOFARSOLAR Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301665,泰禾股份,"CAC Nantong Chemical Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,301678,新恒汇,HENGHUI Technology Corporation Limited,深圳证券交易所,Shenzhen Stock Exchange
20260605,000852,中证1000,CSI 1000,600006,东风股份,Dongfeng Automobile Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600012,皖通高速,Anhui Expressway Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600017,日照港,Rizhao Port Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600020,中原高速,Henan Zhongyuan Expressway Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600022,山东钢铁,SHANDONG IRON AND STEEL COMPANY LTD,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600033,福建高速,Fujian Expressway Development Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600037,歌华有线,Beijing Gehua CATV Network Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600055,万东医疗,"Beijing Wandong Medical Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600056,中国医药,"China Meheco Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600057,厦门象屿,"Xiamen Xiangyu Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600058,五矿发展,Minmetals Development Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600059,古越龙山,Zhejiang Guyuelongshan Shaoxing Wine Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600063,皖维高新,Anhui Wanwei Updated High-Tech Material Industry Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600064,南京高科,NANJING GAOKE COMPANY LIMITED,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600072,中船科技,"CSSC Science & Technology Co., Ltd",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600075,新疆天业,Xinjiang Tianye Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600094,大名城,Greattown Holdings Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600100,同方股份,Tsinghua Tongfang Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600105,永鼎股份,"Jiangsu Etern Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600113,浙江东日,Zhejiang Dongri Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600114,东睦股份,Ningbo Tongmuo New Material Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600116,三峡水利,Chongqing Three Gorges Water Conservancy and Electric Power Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600120,浙江东方,"Zhejiang Orient Holdings Group Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600123,兰花科创,Shanxi Lanhua Science-Tech Venture Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600125,铁龙物流,China Railway Tielong Container Logistics Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600129,太极集团,Chongqing Taiji Industry (Group) Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600133,东湖高新,Wuhan East Lake High Technology Group Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600151,航天机电,Shanghai Aerospace Automobile Electromechanical Co Ltd,上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600155,华创云信,"Polaris Bay Group Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600158,中体产业,"China Sports Industry Group Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600163,中闽能源,"ZHONGMIN ENERGY CO., LTD.",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600167,联美控股,"Luenmei Holding Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
20260605,000852,中证1000,CSI 1000,600179,安通控股,"Antong Holdings Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
